manufacturers_id	name	description	room_image_url	warranty
23	Capri-Maize	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color 'stria' reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
24	Capri-Robin's Egg	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/35505_33008_Capri RobinsEgg
27	Chris Craft	"Make a bold statement with a Cabo del Sol rug. Inspired by Cabana stripes, Cabo del Sol rugs are designed in bright festive colors that coordinate with our French Check rugs. Chris Craft is part of the Cabo del Sol collection."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
28	Coffee Check	" Fun in a playroom, soothing in a bedroom. Warm in a contemporary setting, chic in a Provincial one. Whichever role it plays, French Check plays it with distinction. And because it's crafted of 100% pure New Zealand wool in a family-tough woven loop pile construction, it offers the ideal combination of touchable softness and bounce-back stamina, taking most any abuse and coming back beautiful, time and again."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
36	Coventry Trellis Antique RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
37	Coventry Trellis Black	"Inspired by the timeworn comfort of an English country house, the classic patterns in our English Manor collection offer relaxed elegance for everyday living. The pure New Zealand worsted wool yarns have been specially dyed to create when woven, a random stria reminiscent of the aged colors found in antique manor house rugs. English Manor rugs are woven with a cotton foundation for strength and suppleness, and undergo Karastan's signature luster-wash process to soften the hand and enhance the rich colors. Finished with a short, antique look fringe for easy maintenance."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
38	Coventry Trellis Black RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/2120R_00530_CoventryTrellisBlack
41	Coventry Trellis Red	"Inspired by the timeworn comfort of an English country house, the classic patterns in our English Manor collection offer relaxed elegance for everyday living. The pure New Zealand worsted wool yarns have been specially dyed to create when woven, a random stria reminiscent of the aged colors found in antique manor house rugs. English Manor rugs are woven with a cotton foundation for strength and suppleness, and undergo Karastan's signature luster-wash process to soften the hand and enhance the rich colors. Finished with a short, antique look fringe for easy maintenance."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
42	Coventry Trellis Red RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
47	Emperors Hunt	"'Antique Legends' is a breathtaking collection of Axminster rugs with a 'vintage' finish. Styling is based on some of Karastan's...and the world's...most legendary antique carpet designs, yet the interpretation is fresh; and the colors are perfect for today's eclectic interiors. Karastan designers, utilizing multiple shades of a color within the design motifs, painstakingly recreate the 'abrash' or stria effect often found in aged vegetable dyes. After weaving, 'Antique Legends' rugs are given a special antique wash to further harmonize the colors with a rich 'vintage' patina."	http://s7d5.scene7.com/is/image/Karastan/2200_204_EmperorsHunt
48	Empress Kirman	"Inspired by prized museum pieces and antiques, the 700 Series Collection of rugs is recreated from Persian, Turkoman, and other handwoven orientals while maintaining authenticity to the finest detail. Each rug is Axminster woven through-the-back of the finest imported skein-dyed and lustre washed worsted wool yarns.  Empress Kirman is part of the Original Karastan collection."	http://s7d5.scene7.com/is/image/Karastan/700_719_EmpressKirman
49	Empress Kirman Black	"Inspired by prized museum pieces and antiques, this collection of rugs is recreated from persian, Turkoman and other handwoven orientals while maintaining authenticity to the finest detail. Each rug is axminster woven through-the-back fo the finest imported skein-dyed and lustre washed worsted wool yarns. Empress Kirman Black is part of the Original Karastan collection."	http://s7d5.scene7.com/is/image/Karastan/700_724_EmpressKirmanBlack
51	Fiesta	"Make a bold statement with a Cabo del Sol rug. Inspired by Cabana stripes, Cabo del Sol rugs are designed in bright festive colors that coordinate with our French Check rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
55	Green Check	" Fun in a playroom, soothing in a bedroom. Warm in a contemporary setting, chic in a Provincial one. Whichever role it plays, French Check plays it with distinction. And because it's crafted of 100% pure New Zealand wool in a family-tough woven loop pile construction, it offers the ideal combination of touchable softness and bounce-back stamina, taking most any abuse and coming back beautiful, time and again."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
56	Hampton Court	"Inspired by a magnificent 16th Century carpet, Quatrefoil medallions are the focal point connected by small roundels and surrounded by flowering branches. The medallions are filled with elaborate arrangements of floral sprays, vinery, peacocks, and rosettes. The versatile color palette includes red, indigo, ivory, yellow, caramel, deep terra cotta, medium blue, and soft green."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
57	Harbor Blue	"Make a bold statement with a Cabo del Sol rug. Inspired by Cabana stripes, Cabo del Sol rugs are designed in bright festive colors that coordinate with our French Check rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
58	Indo-Kirman Ivory	"The rugs of Kirman have always been among the most easily recognized and most beautiful fabrics of Persia, with curvilinear, graceful floral designs in a brilliant variety of colors. Consistently, from the 1870's through the 1930's, Kirman carpets exquisitely conceived and executed, with a more thorough development of design than one finds elsewhere. The designers were encouraged to be inventive by their status in the city; they were among the most respected local artisans. They probably have contributed more to the art form of carpet weaving than all designers from the rest of Persia combined."	http://s7d5.scene7.com/is/image/Karastan/700_706_IndoKirmanIvory
62	Jakarta Batik - Ivory/Black	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
63	Jakarta Batik - Robin's Egg	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
66	Kismet - Ivory/Black	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
70	Mandarin	"Inspired by a spectacular antique Chinese rug, Mandarin features fresh colors and fascinating motifs and symbols. Soft leafy vines wind their way around Chinese medallions and stylized ""bat"" motifs. The eight 'bats' surrounding the center medallion can be considered as especially 'lucky'. The saffron yellow field is framed by a fretwork design that rests within a soft ivory border, with overall complementing accents of cinnabar and porcelain blues. Mandarin is part of the English Manor collection."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
71	Marie-Louise - Ivory/Black	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color reminiscent of fine hand woven 'Peshawar' rugs.'"	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
72	Marie-Louise - Robins Egg	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/35505_33012_MarieLouiseRobinsEgg
75	Medallion Kirman	"This color palette used in the 718 pattern comes entirely from our 717 Multi-Color Panel Kirman, making it a perfect complement. Emphasis has been placed on the rich indigo blue, brick and madder reds, tobacco golds and browns, olives and accents of soft aqua, soft coral and burgundy. Throughout the field, the colors have been 'abrashed' using many shades of color, giving the stria effect of old vegetable dyed yarns. Medallion Kirman is part of the Original Karastan collection."	http://s7d5.scene7.com/is/image/Karastan/700_718_MedallionKirman
79	Multicolor Panel Kirman	"Inspired by prized museum pieces and antiques, this collection of rugs is recreated from persian, Turkoman and other handwoven orientals while maintaining authenticity to the finest detail.  Each rug is axminster woven through-the-back fo the finest imported skein-dyed and lustre washed worsted wool yarns.  Multicolor Panel Kirman is part of the Original Karastan collection."	http://s7d5.scene7.com/is/image/Karastan/700_717_MulticolorPanelKirman
81	Navy Heriz	"The antique carpet in the Karastan archives which inspired this design, was no doubt created by a master weaver as exemplified by its graceful lines and balanced pattern. The weavers of Heriz gained a reputation as being extremely skilled at reproducing the patterns of their neighbors in Tabriz...with one important difference...they could not weave a curve. Collectors value Heriz patterns as the design bridge between finely detailed Persian carpets and the more geometric ones found to the north in Turkey and Caucasus."	http://s7d5.scene7.com/is/image/Karastan/700_701_NavyHeriz
82	Nottingham	"Inspired by the timeworn comfort of an English country home, the classic patterns in our English Manor collection offer relaxed elegance for everyday living. The pure New Zealand worsted wool yarns have been specially dyed to create when woven, a random stria reminiscent of the aged colors found in antique manor house rugs. English Manor rugs are woven with a cotton foundation for strength and suppleness, and undergo Karastan's signature luster-wash process to soften the hand and enhance the rich colors. Finished with a short, antique look fringe for easy maintenance."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
83	Oushak	"Our striking Oushak  pattern was inspired by an early 20th century carpet woven in western Turkey and  features an enlarged palmette trellis field design surrounded by a rosette  border. Oushak is part of the Antique Legends collection."	http://s7d5.scene7.com/is/image/Karastan/2200_203_Oushak
84	Paysage	"The lush palmette and vinery trellis depicted in our Paysage design suggests that the magnificent antique rug that inspired it was probably woven in the early 18th century and is attributed to a classical group of central Persian weavings known as the 'Vase' carpets. Our 21st century interpretation is a veritable landscape of organic color featuring pepper reds, Prussian blues, and warm browns against a subtle sage green field; and is surrounded by a distinctive flowering shrub and cypress border."	http://s7d5.scene7.com/is/image/Karastan/700_712_Paysage
86	Persian Vase	"Teawash, is an innovative and exclusive finishing process devloped by Karastan which transforms our lustrous wool colors into a vintage patina.  Naturally, that patina is saturated in our dozens of shades of reds, greens, golds and indigos that we use to subtly create the ""abrash"" effect of old vegetable dyes.  Twentieth century heirlooms with the vintage look of treasured antiques.  Persian Vase is part of the Samovar collection."	http://s7d5.scene7.com/is/image/Karastan/900_901_PersianVase
92	Ravenna	"Classic design merges with relaxed elegance to create timeless, easy to live with styling. Carefully crafted use of multiple color shadings creates a softened visual texture that is comfortable with both traditional and casual furnishings. Woven of premium worsted New Zealand wool and luster washed for additional softness. Ravenna is part of the Ashara collection."	http://s7d5.scene7.com/is/image/Karastan/549_15008_Ravenna
93	Red Check	"  Fun in a playroom, soothing in a bedroom. Warm in a contemporary setting, chic in a Provincial one. Whichever role it plays, French Check plays it with distinction. And because it's crafted of 100% pure New Zealand wool in a family-tough woven loop pile construction, it offers the ideal combination of touchable softness and bounce-back stamina, taking most any abuse and coming back beautiful, time and again."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
95	Red Sarouk	"Inspired by prized museum pieces and antiques, this collection of rugs is recreated from persian, Turkoman and other handwoven orientals while maintaining authenticity to the finest detail. Each rug is axminster woven through-the-back fo the finest imported skein-dyed and lustre washed worsted wool yarns. Red Sarouk is part of the Original Karastan collection.<BR><BR>NOTE:  All roll runners are unfinished at both ends."	http://s7d5.scene7.com/is/image/Karastan/700_785_RedSarouk
99	Seashore	"Make a bold statement with a Cabo del Sol rug. Inspired by Cabana stripes, Cabo del Sol rugs are designed in bright festive colors that coordinate with our French Check rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
100	Sedona Henna	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color &#39;stria&#39; reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
102	Sedona - Ivory/Henna	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color 'stria' reminiscent of fine hand woven 'Peshawar' rugs.'"	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
103	Sedona - Limestone	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color 'stria' reminiscent of fine hand woven 'Peshawar' rugs.'"	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
104	Sereno	"As serene and tranquil as a summer sky, our Sereno pattern combines elements from an early 20th century Sultanabad carpet in a flowing arrangement that settles gently into the subtle ombre of the cerulean blue ground. Accents of peridot, amber, citrine, amethyst and rose quartz add notes of perfect harmony to this gentle composition of rosettes, palmettes and flowering vines. Sereno is part of the Original Karastan collection."	http://s7d5.scene7.com/is/image/Karastan/700_715_Sereno
106	Somerset Lane - Ivory/Blue	"Inspired by the timeworn comfort of an English country house, the classic patterns in our English Manor collection offer relaxed elegance for everyday living. The pure New Zealand worsted wool yarns have been specially dyed to create when woven, a random stria reminiscent of the aged colors found in antique manor house rugs. English Manor rugs are woven with a cotton foundation for strength and suppleness, and undergo Karastan's signature luster-wash process to soften the hand and enhance the rich colors. Finished with a short, antique look fringe for easy maintenance."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
107	Somerset Lane - Blue	"Inspired by the timeworn comfort of an English country house, the classic patterns in our English Manor collection offer relaxed elegance for everyday living. The pure New Zealand worsted wool yarns have been specially dyed to create when woven, a random stria reminiscent of the aged colors found in antique manor house rugs. English Manor rugs are woven with a cotton foundation for strength and suppleness, and undergo Karastan's signature luster-wash process to soften the hand and enhance the rich colors. Finished with a short, antique look fringe for easy maintenance."	http://s7d5.scene7.com/is/image/Karastan/2120_539_SomersetLaneBlue
108	Stratford	"Playwright William Shakespeare single-handedly put the small Tudor market town of Stratford-upon-Avon on the map. Outside of London, it is the most visited tourist attraction in England, a mecca for Bard admirers. When designing our Stratford rug, we too wanted to create a timeless classic. Based on an antique Mahal carpet pattern, this rug contains a cast of elaborate flowers, leaves, tender vines, vase motifs, and palmettes on a soft ivory ground. The versatile color palette includes red, indigo, ivory, yellow, caramel, deep terra cotta, medium blue, and soft green."	http://s7d5.scene7.com/is/image/Karastan/2120_505_Stratford_round
109	Stratford Mahogany	"The traditional spirit of Stratford Mahogany is seasoned with the timeworn comfort of an English cottage. Tranquil influences of country living are subtly conveyed throughout the design, contributing warmth and character. Its rich, mahogany brown field and antique ivory border make it especially well matched to leathers, woods, and other casual furnishings. Stratford Mahogany is part of the English Manor collection."	http://s7d5.scene7.com/is/image/Karastan/2120_513_StratfordMahogany
113	Tiana	"'Peshawar' rugs have unique color effects originally achieved by hand spinning especially twisted wool that produced subtle nuances of color when dyed and woven. Designs used are traditional, yet relaxed, with freshened color palettes geared toward today's interiors. Karastan''s master designers have re-created this stunning visual texture using meticulously placed nuances of color.  The Shapura collection offers the design forward consumer the unique texture that was, until now, not consistently available in a high quality machine woven rug."	http://s7d5.scene7.com/is/image/Karastan/535_16001_Tiana
118	Ventana - Maize	"Comfortable, weathered, easy to live with color, is the signature style of the Sierra Mar collection, with relaxed patterns that complement both traditional and modern design. Woven in the U.S.A., the pure New Zealand worsted wool yarns have been specially twisted and space-dyed to create artful color 'stria' reminiscent of fine hand woven 'Peshawar' rugs."	http://s7d5.scene7.com/is/image/Karastan/35505_33007 VentanaMaize
125	Villa Veneto	"Antique Legends is a breathtaking collection of Axminster rugs with a ""vintage"" finish. Styling is based on some of Karastan's...and the world's...most legendary antique carpet designs, yet the interpretation is fresh; and the colors are perfect for today's eclectic interiors. Karastan designers, utilizing multiple shades of a color within the design motifs, painstakingly recreate the ""abrash"" or stria effect often found in aged vegetable dyes. After weaving, Antique Legends rugs are given a special antique wash to further harmonize the colors with a rich ""vintage"" patina."	http://s7d5.scene7.com/is/image/Karastan/2200_206_VillaVeneto
127	William Morris Antique RR	"Artistic interpretations of 19th century floral and foliage motifs are woven  throughout this stunning collection of roll runners. Each design is patterned on  striated fields of red, green, gold, black, and antique, creating styling  options that range from traditional to modern. Luxurious comfort and exceptional  durability are assured through the use of New Zealand wool, which Karastan  meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
128	William Morris Black	"Inspired by the timeworn comfort of an English country house, the classic patterns in our English Manor collection offer relaxed elegance for everyday living. The pure New Zealand worsted wool yarns have been specially dyed to create when woven, a random stria reminiscent of the aged colors found in antique manor house rugs. English Manor rugs are woven with a cotton foundation for strength and suppleness, and undergo Karastan's signature luster-wash process to soften the hand and enhance the rich colors. Finished with a short, antique look fringe for easy maintenance."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
129	William Morris Claret RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/2120R_00518_WilliamMorrisClaret_runner
130	William Morris Gold RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
132	William Morris Lattice Antique RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
133	William Morris Lattice Black RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
134	William Morris Lattice Gold RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
136	William Morris Lattice Red RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/2120B_00522_WilliamMorrisRed
137	William Morris Onyx RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
138	William Morris Red	"Morris & Co., influenced greatly by its chief partner William Morris, became famous for intricate floral and foliage motifs inspired by both Persian design and vintage European textiles in the late 1800's Arts and Crafts Movement. This homage to the Wm. Morris style is adapted from Morris' vine and pomegranate motifs, with an acanthus leaf border inspired by a Morris & Co. tapestry. The versatile color palette of our William Morris Red includes accents of deep indigo blue, medium blue, soft green, terra cotta, caramel, saffron yellow and ivory on a soft, warm red ground."	http://s7d5.scene7.com/is/image/Karastan/2120_00510_WilliamMorrisRed
139	William Morris Trellis Antique RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
140	William Morris Trellis Black RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
141	William Morris Trellis Gold RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
143	William Morris Trellis Red RR	"Artistic interpretations of 19th century floral and foliage motifs are woven throughout this stunning collection of roll runners. Each design is patterned on striated fields of red, green, gold, black, and antique, creating styling options that range from traditional to modern. Luxurious comfort and exceptional durability are assured through the use of New Zealand wool, which Karastan meticulously weaves on Wilton looms."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
144	Windsor	"Windsor Castle, in the southeastern corner of the picturesque Thames Valley, is the oldest continuously inhabited royal residence in Britain. Our timeless Windsor rug, taken from a classic 'Heriz' pattern, exhibits the perfect symmetry and balance of this design - testament to its ability to complement the decorating styles of centuries. The versatile color palette of this rug includes red, indigo, ivory, yellow, caramel, deep terra cotta, medium blue, and soft green."	http://s7d5.scene7.com/is/image/Karastan/2120_00501_Windsor
145	Yellow Check	"  Fun in a playroom, soothing in a bedroom. Warm in a contemporary setting, chic in a Provincial one. Whichever role it plays, French Check plays it with distinction. And because it's crafted of 100% pure New Zealand wool in a family-tough woven loop pile construction, it offers the ideal combination of touchable softness and bounce-back stamina, taking most any abuse and coming back beautiful, time and again."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
148	Empress Kirman RR	"Extend the beauty of select Oriental-design rugs from the Original Karastan Collection to the stunning impact of a wall-to-wall installation.  Each is woven through-the-back on our exclusive Axminster looms and features only the finest imported worsted wool yarns, skein-dyed and lustre washed for enduring beauty."	http://s7d5.scene7.com/is/image/Karastan/719R_EmpressKirman
149	Empress Kirman Black RR	"Extend the beauty of select Oriental-design rugs from the Original Karastan Collection to the stunning impact of a wall-to-wall installation. Each is woven through-the-back on our exclusive Axminster looms and features only the finest imported worsted wool yarns, skein-dyed and lustre washed for enduring beauty."	http://s7d5.scene7.com/is/image/Karastan/ImageNotAvailable
151	Bel Canto	"A lusciously subtle color palette combines with classic Persian motifs to create a fresh and unusual combination that underscores carpet design as fine art. Within an open border a complex composition of branches, leaves, and stylized floral motifs are combined to create a garden of delight. The softly stria'd ground adds visual texture while the border's simplicity elevates this pattern to a new level of sophisticated elegance. Bel Canto is part of the Shapura collection. "	http://s7d5.scene7.com/is/image/Karastan/535_16006_BelCanto
